観察場所,環境区分,経度,緯度,目撃年月日,成獣,幼獣,その他（匹）,目撃時の状況,個体の状況,その後の処置,自治体コード,市町村名
京都市左京区大原,スギ林,135.8091694,35.11162778,2017/7/5,1,,,府道走行中に山中にいるクマを目撃,,,26103,京都市
舞鶴市字野原,路上,135.4135056,35.56865278,2017/7/5,,1,,小橋と野原の中間付近の府道で海の方へ移動する個体を目撃,,,26202,舞鶴市
宮津市小田（竹の本）,集落内,135.155,35.49333333,2017/7/5,1,,,家の前に設置したセンサーカメラに歩いているクマが映っていた。,,,26205,宮津市
舞鶴市小橋,集落内,135.4155472,35.56745,2017/7/5,,1,,小橋〜野原集落間の中間付近の府道を子グマが海方向に移動した。,不明,,26202,舞鶴市
京都市左京区岩倉,畑,135.7832167,35.08627222,2017/7/6,,1,,農地にいるクマを目撃,,,26103,京都市
京丹後市大宮町上常吉,畑,135.0780556,35.54777778,2017/7/6,,,1,常吉百貨店付近の農地でクマを目撃した。,,,26212,京丹後市
福知山市大江町小田原,路上,135.1103444,35.38768611,2017/7/7,1,,,道を横切り北から南へ向かうクマを目撃。,不明,,26201,福知山市
綾部市高槻町家ノ谷,路上,135.3058889,35.35609444,2017/7/7,,,1,犬の散歩中、前方５〜６ｍほど先を横断。,１ｍ位,,26203,綾部市
伊根町峠,路上,135.2652778,35.70916667,2017/7/7,1,,,川の方から道路を横断しようとしていた。,,防災無線にて注意喚起済,26463,伊根町
京丹後市大宮町郷,路上,135.0152778,35.63888889,2017/7/7,1,,,車で走行中に岩倉橋付近でクマを目撃した。,,,26212,京丹後市
京丹波町上粟野,路上,135.435,35.31111111,2017/7/7,,1,,子グマが、川側から道路を横断し山へ登っていった。,,関係機関に連絡済み。,26407,京丹波町
京丹波町三ノ宮二反田,集落内,135.3358333,35.22,2017/7/7,1,,,農地から町道を渡り人家の間を通って山へ行くクマを目撃。,,関係機関に連絡済み。,26407,京丹波町
舞鶴市布敷,路上,135.3549583,35.40921389,2017/7/7,1,,,帰宅途中の学生が、布敷、別所間の府道上で目撃。その後山へ移動した。,不明,,26202,舞鶴市
舞鶴市寿,集落内,135.3218583,35.43485278,2017/7/7,,1,,公民館の北側の山際で子グマ１頭目撃。その後山へ移動した。また翌日の朝にも同じ場所で同一の個体と思われるクマが目撃されている。,不明,,26202,舞鶴市
京都市右京区京北周山町,路上,135.6273472,35.15339722,2017/7/8,1,,,国道走行中にクマを目撃,,,26108,京都市
京丹後市網野町郷,集落内,135.0316667,35.65277778,2017/7/8,,1,,民家の間から山の方へ向かっていくクマを目撃した。,,,26212,京丹後市
与謝野町滝,畑,135.0891667,35.47916667,2017/7/8,,,1,公民館付近の農地でクマの足跡を発見した。,,,26465,与謝野町
与謝野町与謝,集落内,135.0830556,35.46027778,2017/7/8,1,,,家の前で大きい音がしたので、外をみるとクマが横たわっていた。再度確認するといなくなっていた。,,,26465,与謝野町
宮津市上司,集落内,135.2344444,35.55166667,2017/7/9,1,,,クマを目撃した。,100cmくらい,,26205,宮津市
綾部市とよさか町,路上,135.2856389,35.32997778,2017/7/9,,,1,安国寺側から綾部市内に向かって車で走行中に横断するのを目撃。,８０ｃｍ位,,26203,綾部市
京都市左京区岩倉,その他,135.7805861,35.07641389,2017/7/9,,,1,早朝にクマを目撃,,,26103,京都市
京丹後市大宮町森本,水田,135.1361111,35.59111111,2017/7/9,,,,明田方面へ走って行くクマを目撃した。,,延利・明田地区内防災無線等で注意喚起済,26212,京丹後市
南丹市日吉町保野田,その他,135.4963889,35.16638889,2017/7/9,,,1,山の方へ移動するクマを目撃。,,関係機関に連絡済み。,26213,南丹市
与謝野町明石,集落内,135.1080556,35.50916667,2017/7/10,,,1,明石公民館付近でクマを目撃した。,,町職員現地対応、防災無線、FM告知放送済,26465,与謝野町
京丹後市久美浜町永留,路上,134.945,35.59444444,2017/7/10,1,,,路上でクマを目撃した。,,,26212,京丹後市
京丹後市久美浜町永留,路上,134.9361111,35.59,2017/7/10,,1,,久美浜高校側へ入っていくクマを目撃した。,,,26212,京丹後市
宮津市小田宿野,路上,135.2411111,35.56027778,2017/7/10,1,,,山の方へ逃げていくクマを目撃した。,,,26205,宮津市
与謝野町滝,畑,135.0930556,35.48555556,2017/7/10,,,1,蜂の巣箱とスイカの被害を発見した。,,,26465,与謝野町
京丹後市大宮町善王寺,その他,135.0766667,35.60194444,2017/7/10,,1,,山側へ移動していくクマを目撃した。,,,26212,京丹後市
京都市左京区岩倉,その他,135.7831611,35.07600556,2017/7/10,1,,,集落そばの耕作放棄地にいるクマを目撃,,,26103,京都市
宮津市小田宿野,その他,135.2544444,35.55638889,2017/7/11,,1,,うおっち館敷地内でクマを目撃した。,,,26205,宮津市
宮津市島陰,その他,135.2430556,35.58083333,2017/7/11,,1,,観光客が子グマを目撃した。,,,26205,宮津市
京都市右京区京北周山町,路上,135.6286333,35.15241667,2017/7/11,,,1,国道を横断し山中に移動するクマを目撃,,,26108,京都市
宮津市小田宿野,その他,135.2636111,35.555,2017/7/12,,1,,海洋つり場内の遊歩道をクマが歩いていた。,,,26205,宮津市
伊根町井室,路上,135.2780556,35.69055556,2017/7/12,1,,,車で走行中にクマを目撃した。,,防災無線にて注意喚起済,26463,伊根町
伊根町菅野,路上,135.2502778,35.70083333,2017/7/12,1,,,車で走行中にクマを目撃した。,,防災無線にて注意喚起済,26463,伊根町
宮津市田原,路上,135.2669444,35.67944444,2017/7/12,1,,,車で走行中にクマを目撃した。,,防災無線にて注意喚起済,26205,宮津市
京都市左京区大原百井町,路上,135.8072583,35.16246944,2017/7/12,1,,,河川から道路を横断し、山中に移動するクマを目撃,,,26103,京都市
京丹後市久美浜町河内,路上,134.8883333,35.62333333,2017/7/12,,1,,久美浜カンツリークラブ周辺の路上でクマを目撃した。,,,26212,京丹後市
綾部市七百石町,畑,135.2883472,35.3708,2017/7/12,,,1,イノシシ用箱わなにクマが入っていた。１３日早朝に再度現場に行くとクマが逃げていた。,不明,,26203,綾部市
舞鶴市成生,路上,135.4489917,35.57928611,2017/7/12,,1,,農道のあたりで目撃された。,不明,,26202,舞鶴市
舞鶴市西方寺,その他,135.2178028,35.45274167,2017/7/12,,1,,幸盛橋から１５０ｍ程南下した川の中で目撃された。,不明,,26202,舞鶴市
宮津市小田宿野,畑,135.2494444,35.56555556,2017/7/13,,,1,畑の桃の木が被害にあっていたのを発見した。,,,26205,宮津市
綾部市八津合町西屋,集落内,135.3953667,35.35902778,2017/7/13,1,,,ゴミを出しに行った時に川の方から上がってきたが車がきたので府道を横断した。,不明,,26203,綾部市
京都市右京区京北宮町,河川敷,135.7314389,35.20461944,2017/7/13,1,,,河川から山中に移動するクマを目撃,,,26108,京都市
京丹後市峰山町小西,路上,135.0380556,35.61583333,2017/7/13,1,,,小西交差点から少し安側の路上でクマが座っているのを目撃した。,,,26212,京丹後市
南丹市美山町鶴ヶ岡,畑,135.5547222,35.3125,2017/7/13,,,1,畑の中にいるクマを目撃。,100cmくらい,関係機関に連絡済み。,26213,南丹市
与謝野町与謝,その他,135.0877778,35.45111111,2017/7/14,1,,,シカ用の捕獲檻にクマが誤捕獲され、檻を破壊してクマ用脱出口から逃走した。,,,26465,与謝野町
与謝野町金屋,畑,135.0925,35.48666667,2017/7/14,,,1,農地でスイカが１０個くらい食べられているのを発見した。,,,26465,与謝野町
福知山市字下小田,路上,135.0623222,35.32762778,2017/7/14,,1,,車で走行中、９号線を横切り川から山へ向かう子グマを目撃。,不明,,26201,福知山市
京丹後市峰山町西山,その他,135.0375,35.62333333,2017/7/14,1,,,被害防止捕獲の許可をうけているくくりわなにクマが捕獲され、予察捕獲を行った。,メス　体重25kg　全長直1040mm,捕殺,26212,京丹後市
伊根町大原,路上,135.3013889,35.69083333,2017/7/14,1,,,散歩中にクマを目撃した。,,,26463,伊根町
京都市右京区京北上黒田町,路上,135.7410944,35.20796944,2017/7/14,,,1,国道走行中にクマを目撃,,,26108,京都市
京丹後市丹後町筆石,路上,135.13,35.74611111,2017/7/15,,,1,路上でクマをも目撃した。,,,26212,京丹後市
綾部市物部町高倉前,路上,135.2235583,35.36177222,2017/7/16,,,1,目撃,不明,,26203,綾部市
宮津市滝馬,その他,135.1886111,35.53194444,2017/7/17,,,2,浄水場から線路を越えて北側へ移動するクマを目撃した。,,,26205,宮津市
宮津市滝馬,その他,135.1886111,35.53138889,2017/7/17,,,2,浄水場の上で２頭のクマが桜山方向へ歩いて行った。,,,26205,宮津市
宮津市小田（関ヶ淵）,路上,135.1630556,35.49333333,2017/7/17,1,,,関ヶ淵の橋付近から岩戸の方へ移動していくクマを目撃した。,100kgくらい,,26205,宮津市
京丹後市網野町新庄,路上,135.0075,35.65944444,2017/7/17,1,,,引原トンネルを西側を西から東へ移動するクマを目撃した。,,,26212,京丹後市
宮津市小田（竹の本）,その他,135.1513889,35.49194444,2017/7/18,1,,,被害防止捕獲の許可をうけているくくりわなにクマが捕獲され、予察捕獲を行った。,オス　体重29kg　全長直1020mm,捕殺,26205,宮津市
宮津市金屋谷,集落内,135.19,35.53333333,2017/7/18,,1,,お寺の檀家さんが墓に向かって歩いているときに見かけた動物が、犬かと思ったらクマだった。,,,26205,宮津市
宮津市小田宿野,集落内,135.2436111,35.56305556,2017/7/18,,1,,神社階段下付近でクマを目撃した。,,,26205,宮津市
綾部市栗町,果樹園,135.2289778,35.31540833,2017/7/18,,,1,プラムの枝が折られ、プラムがほとんどなくなっている。枝折れと爪痕からクマの可能性が高い。,不明,,26203,綾部市
与謝野町明石,路上,135.1208333,35.50805556,2017/7/19,,,1,水源地あたりの路上でクマを目撃した。,,,26465,与謝野町
京丹後市久美浜町浦明,果樹園,134.9236111,35.62194444,2017/7/19,,,1,果樹園で桃の木及び実が被害を受けた。数日前からの痕跡あり。,,府、市職員による現地調査、捕獲許可申請中。,26212,京丹後市
京都市右京区京北上弓削町,スギ林,135.6426583,35.24922778,2017/7/19,1,,,国道走行中に山中にいるクマを目撃,,,26108,京都市
福知山市夜久野町小倉,畑,134.9318667,35.33673056,2017/7/20,,1,,庭のぶどう畑のトタンをさわっていた。（警察が現地確認に行ったが確認できず）,不明,,26201,福知山市
宮津市万年,その他,135.1886111,35.53361111,2017/7/20,,,1,橋立発上り列車がトンネル入り口付近でクマに接触した。,,,26205,宮津市
京丹後市丹後町筆石,路上,135.1302778,35.745,2017/7/20,1,,,運転中にクマを目撃した。,100cmくらい,,26212,京丹後市
南丹市美山町,路上,135.5925,35.2825,2017/7/20,,,1,府道より山の方向へ移動するクマを目撃。,,関係機関に連絡済み。,26213,南丹市
京丹後市網野町,路上,134.9572222,35.65638889,2017/7/20,,1,,道路走行中の目撃,,,26212,京丹後市
舞鶴市桑飼下,集落内,135.2412472,35.42330833,2017/7/20,1,1,,桑飼下集会所から西へ２５０ｍ付近の府道より北側で１６：００頃子グマを目撃。同日、同場所で１６：５０頃親熊目撃。,不明,,26202,舞鶴市
舞鶴市志高,その他,135.2369472,35.427675,2017/7/20,,1,,午後六時過ぎ頃マイ生コンと上野砕石との間で子グマが一頭山から川へおりていくところが目撃された。,不明,,26202,舞鶴市
舞鶴市字森,路上,135.3712806,35.45796389,2017/7/20,,1,,白鳥トンネルから東側へ３５０ｍの信号付近の山側で子グマらしき動物が草を食べているところを目撃。,不明,,26202,舞鶴市
舞鶴市野原,竹林,135.4301833,35.56820833,2017/7/21,1,,,野原駐在所から南へ１２０ｍほどの竹藪の中で大きなクマを目撃車両で付近まで近寄っても逃げなかった為車両で立ち去った。,不明,,26202,舞鶴市
舞鶴市野原,その他,135.4310472,35.56290278,2017/7/21,1,1,,野原橋の付近で親子と思われるクマが二頭目撃された。,不明,,26202,舞鶴市
舞鶴市和田,その他,135.3464944,35.478,2017/7/21,,1,,和田のバス停から北西に離れた山側で子グマを一頭目撃。,不明,,26202,舞鶴市
宮津市矢原,集落内,135.2280556,35.57027778,2017/7/21,,,1,集落内の畑でクマの糞を発見した。,,,26205,宮津市
京丹後市網野町郷,路上,135.0141667,35.63805556,2017/7/22,1,1,,ホッタ橋付近でクマを目撃した。,,,26212,京丹後市
京丹後市網野町生野内,路上,135.0441667,35.64722222,2017/7/22,,1,,道路から踏み切り方面へ移動していった。,100cmくらい,,26212,京丹後市
与謝野町金屋,畑,135.0847222,35.48722222,2017/7/22,,,1,農地でウリが食べられた形跡を発見した。,メス　体重４１ｋｇ、全長113.5cm,放獣,26465,与謝野町
舞鶴市加津良,集落内,135.3532361,35.48156667,2017/7/22,,,1,京都交通加津良バス停から西へ１５０ｍ程の地点にてクマが目撃された。,不明,,26202,舞鶴市
舞鶴市今田,その他,135.3498167,35.42196667,2017/7/22,1,,,平畑地区を流れる青谷川の中に大きなクマがいるところが目撃された。,不明,,26202,舞鶴市
舞鶴市上東,その他,135.2761222,35.44805,2017/7/22,,1,,KEKEから３０ｍ程由良川方面に進んだ地点にて子グマ一頭が目撃された。,不明,,26202,舞鶴市
舞鶴市野原,その他,135.4320667,35.56265833,2017/7/22,1,,,野原橋から大山の方に１００ｍ程進んだ地点にて大きなクマが一頭目撃された。その後南側の山に移動した。,不明,,26202,舞鶴市
宮津市矢原,畑,135.2277778,35.56777778,2017/7/22,,,1,集落内の畑でウリのフンが発見された。,,,26205,宮津市
伊根町朝妻,路上,135.2858333,35.68694444,2017/7/23,1,,,散歩中にクマを目撃した。,,,26463,伊根町
京都市右京区京北上弓削町,集落内,135.6589611,35.22758889,2017/7/23,1,,,国道・河川・集落内を横断し、山中に移動するクマを目撃,,,26108,京都市
福知山市字一尾,路上,135.1040417,35.36790833,2017/7/24,1,,,車で移動中に八幡神社付近の道を横切るクマを目撃。,不明,,26201,福知山市
